DATE,CPALTT01USM661S
1960-01-01,12.3915162203555
1960-02-01,12.4083926469409
1960-03-01,12.4083926469409
1960-04-01,12.4632410333436
1960-05-01,12.4758983532827
1960-06-01,12.4927747798681
1960-07-01,12.46746013999
1960-08-01,12.4927747798681
1960-09-01,12.4927747798681
1960-10-01,12.5518422729171
1960-11-01,12.5644995928562
1960-12-01,12.5771569127953
1961-01-01,12.5898142327344
1961-02-01,12.5898142327344
1961-03-01,12.5898142327344
1961-04-01,12.5771569127953
1961-05-01,12.5898142327344
1961-06-01,12.5898142327344
1961-07-01,12.6235670859052
1961-08-01,12.6320052991979
1961-09-01,12.6488817257834
1961-10-01,12.6488817257834
1961-11-01,12.6488817257834
1961-12-01,12.6615390457225
1962-01-01,12.6741963656615
1962-02-01,12.703730112186
1962-03-01,12.7290447520642
1962-04-01,12.7459211786496
1962-05-01,12.7585784985887
1962-06-01,12.7459211786496
1962-07-01,12.750140285296
1962-08-01,12.7754549251741
1962-09-01,12.8345224182232
1962-10-01,12.8176459916377
1962-11-01,12.8176459916377
1962-12-01,12.8176459916377
1963-01-01,12.8429606315159
1963-02-01,12.8598370581013
1963-03-01,12.8724943780404
1963-04-01,12.8598370581013
1963-05-01,12.8724943780404
1963-06-01,12.914685444504
1963-07-01,12.9484382976748
1963-08-01,12.973752937553
1963-09-01,12.9610956176139
1963-10-01,12.973752937553
1963-11-01,12.9864102574921
1963-12-01,13.0286013239557
1964-01-01,13.0539159638338
1964-02-01,13.0412586438947
1964-03-01,13.0539159638338
1964-04-01,13.0581350704802
1964-05-01,13.0707923904193
1964-06-01,13.0834497103583
1964-07-01,13.0876688170047
1964-08-01,13.1003261369438
1964-09-01,13.1129834568828
1964-10-01,13.1298598834683
1964-11-01,13.1678318432855
1964-12-01,13.1847082698709
1965-01-01,13.19736558981
1965-02-01,13.19736558981
1965-03-01,13.2100229097491
1965-04-01,13.2395566562736
1965-05-01,13.2817477227372
1965-06-01,13.3365961091398
1965-07-01,13.3239387892008
1965-08-01,13.3112814692617
1965-09-01,13.3408152157862
1965-10-01,13.3534725357253
1965-11-01,13.3956636021889
1965-12-01,13.4378546686525
1966-01-01,13.4505119885915
1966-02-01,13.5348941215187
1966-03-01,13.5770851879823
1966-04-01,13.6192762544459
1966-05-01,13.6488100009704
1966-06-01,13.6614673209095
1966-07-01,13.691001067434
1966-08-01,13.7753832003612
1966-09-01,13.8175742668247
1966-10-01,13.8597653332883
1966-11-01,13.8724226532274
1966-12-01,13.8892990798128
1967-01-01,13.8808608665201
1967-02-01,13.9230519329837
1967-03-01,13.9230519329837
1967-04-01,13.9652429994473
1967-05-01,13.9652429994473
1967-06-01,14.0496251323745
1967-07-01,14.0918161988381
1967-08-01,14.1340072653016
1967-09-01,14.1761983317652
1967-10-01,14.2183893982288
1967-11-01,14.302771531156
1967-12-01,14.3449625976196
1968-01-01,14.3871536640832
1968-02-01,14.4293447305468
1968-03-01,14.4715357970103
1968-04-01,14.5137268634739
1968-05-01,14.5559179299375
1968-06-01,14.6403000628647
1968-07-01,14.7246821957919
1968-08-01,14.7668732622554
1968-09-01,14.809064328719
1968-10-01,14.8934464616462
1968-11-01,14.9356375281098
1968-12-01,15.020019661037
1969-01-01,15.0622107275006
1969-02-01,15.1044017939641
1969-03-01,15.2309749933549
1969-04-01,15.3153571262821
1969-05-01,15.3575481927457
1969-06-01,15.4419303256728
1969-07-01,15.5263124586
1969-08-01,15.5685035250636
1969-09-01,15.6528856579908
1969-10-01,15.737267790918
1969-11-01,15.8216499238451
1969-12-01,15.9060320567723
1970-01-01,15.9904141896995
1970-02-01,16.0747963226266
1970-03-01,16.1591784555538
1970-04-01,16.243560588481
1970-05-01,16.2857516549446
1970-06-01,16.3701337878718
1970-07-01,16.4123248543353
1970-08-01,16.4545159207989
1970-09-01,16.5388980537261
1970-10-01,16.6232801866533
1970-11-01,16.7076623195804
1970-12-01,16.7920444525076
1971-01-01,16.8342355189712
1971-02-01,16.8342355189712
1971-03-01,16.8764265854348
1971-04-01,16.9186176518984
1971-05-01,17.0029997848256
1971-06-01,17.0873819177527
1971-07-01,17.1295729842163
1971-08-01,17.1717640506799
1971-09-01,17.2139551171435
1971-10-01,17.2561461836071
1971-11-01,17.2983372500707
1971-12-01,17.3405283165343
1972-01-01,17.3827193829978
1972-02-01,17.467101515925
1972-03-01,17.467101515925
1972-04-01,17.5092925823886
1972-05-01,17.5514836488522
1972-06-01,17.5936747153158
1972-07-01,17.6358657817794
1972-08-01,17.678056848243
1972-09-01,17.7624389811701
1972-10-01,17.8046300476337
1972-11-01,17.8890121805609
1972-12-01,17.9312032470245
1973-01-01,18.0155853799516
1973-02-01,18.1421585793424
1973-03-01,18.3109228451968
1973-04-01,18.4374960445875
1973-05-01,18.5218781775147
1973-06-01,18.6484513769054
1973-07-01,18.6484513769054
1973-08-01,18.9859799086141
1973-09-01,19.0703620415413
1973-10-01,19.2391263073957
1973-11-01,19.3656995067864
1973-12-01,19.5344637726408
1974-01-01,19.7454191049587
1974-02-01,19.9563744372766
1974-03-01,20.1673297695946
1974-04-01,20.2939029689853
1974-05-01,20.5048583013033
1974-06-01,20.6736225671576
1974-07-01,20.8001957665484
1974-08-01,21.0533421653299
1974-09-01,21.348679630575
1974-10-01,21.5174438964294
1974-11-01,21.7283992287473
1974-12-01,21.8971634946016
1975-01-01,22.065927760456
1975-02-01,22.1925009598468
1975-03-01,22.2768830927739
1975-04-01,22.3612652257011
1975-05-01,22.4034562921647
1975-06-01,22.572220558019
1975-07-01,22.783175890337
1975-08-01,22.8675580232642
1975-09-01,23.0363222891185
1975-10-01,23.1628954885093
1975-11-01,23.3316597543636
1975-12-01,23.4582329537544
1976-01-01,23.5426150866815
1976-02-01,23.5848061531451
1976-03-01,23.6269972196087
1976-04-01,23.6691882860723
1976-05-01,23.7957614854631
1976-06-01,23.9223346848538
1976-07-01,24.0489078842446
1976-08-01,24.1754810836353
1976-09-01,24.3020542830261
1976-10-01,24.4286274824169
